package_id,review_id,cid,url,title,text,label,sentiment
01,ptt_30_23,ptt_30_c23,,,1個半小時滿電 大差不差，iphone 16,unrelated,positive
01,ptt_30_24,ptt_30_c24,,,15/16 Pro最大只能25W，偶爾能上26W但撐不到一秒就降下去,unrelated,neutral
01,ptt_30_25,ptt_30_c25,,,了,unrelated,neutral
01,ptt_30_26,ptt_30_c26,,,PD3.2反正是學***的PPS，45W只有低電量充電才能看的到,unrelated,negative
01,ptt_30_27,ptt_30_c27,,,https://i.imgur.com/UrDK0G1.jpeg,unrelated,neutral
01,ptt_30_28,ptt_30_c28,,,還有別被數字給騙了，45W跟25W充飽，只差一分鍾,unrelated,neutral
01,ptt_30_29,ptt_30_c29,,,不要到時候充壞新iPhone蘋果不鳥你保固就好,unrelated,neutral
01,ptt_30_30,ptt_30_c30,,,如果手機能被充壞 100%是手機的問題,unrelated,neutral
01,ptt_30_31,ptt_30_c31,,,拿不符合USB IF認證的爛充電頭跟爛線充壞手機平板確實,unrelated,negative
01,ptt_30_32,ptt_30_c32,,,算冷筍吧www,unrelated,neutral
01,ptt_30_33,ptt_30_c33,,,手邊各種線跟充電器 https://i.imgur.com/e0fmyx8.png,unrelated,neutral
01,ptt_30_34,ptt_30_c34,,,舊款就走普通的PD協議吧，吃不到40W但還是可以快充,unrelated,neutral
01,ptt_30_35,ptt_30_c35,,,https://i.imgur.com/W9fRIwq.jpeg,unrelated,neutral
01,ptt_30_36,ptt_30_c36,,,17/17ProMax 等寄來後會測看看w,unrelated,neutral
01,ptt_30_37,ptt_30_c37,,,@sincere77 固定壓檔位PD就效率低發熱大啊,unrelated,negative
01,ptt_30_38,ptt_30_c38,,,不然為什麼Google,unrelated,neutral
01,ptt_30_39,ptt_30_c39,,,Pixel跟三星Galaxy 系列還有對岸支援公版協議高功率快,unrelated,positive
01,ptt_30_40,ptt_30_c40,,,充的都要用PD-PPS,unrelated,neutral
01,ptt_30_41,ptt_30_c41,,,https://i.imgur.com/R1hC7sd.jpeg,unrelated,neutral
01,ptt_30_42,ptt_30_c42,,,用檢測儀測最準 https://i.imgur.com/hqzUOM3.jpeg,unrelated,positive
01,ptt_30_43,ptt_30_c43,,,PD3.2 SPR AVS 的動態調壓可以自己Google查技術細節,unrelated,neutral
01,ptt_30_44,ptt_30_c44,,,延長線上的usbc充電孔充的到45w嗎,unrelated,neutral
01,ptt_30_45,ptt_30_c45,,,連動態調壓功能都沒有USB-C充電器就別想了...,unrelated,negative
01,ptt_30_46,ptt_30_c46,,,延長線上面的USB-C 能PD9V 20W固定壓的就不錯了...,unrelated,positive
01,ptt_30_47,ptt_30_c47,,,#1elspu7O (Key_Mou_Pad) 鍵鼠板這聊線的跟你們講的有關,unrelated,neutral
01,ptt_30_48,ptt_30_c48,,,係嗎? 聊電聊協議看的霧煞煞,unrelated,neutral
01,ptt_31_50,ptt_31_c1,,,網路上有很多開箱了，這個是beats新出的應該沒人用,unrelated,neutral
01,ptt_31_51,ptt_31_c2,,,過,unrelated,neutral
01,ptt_31_52,ptt_31_c3,,,https://youtu.be/cso-5CIeH2U 這次的techwoven,unrelated,neutral
01,ptt_31_53,ptt_31_c4,,,https://reurl.cc/axAbAl,unrelated,neutral
01,ptt_31_54,ptt_31_c5,,,我有買17 pro的，晚上來開箱,real,positive
01,ptt_31_55,ptt_31_c6,,,卡一個開箱,unrelated,positive
01,ptt_31_56,ptt_31_c7,,,期待開箱,unrelated,positive
01,ptt_32_58,ptt_32_c1,,,放過它換一隻新的吧,unrelated,neutral
01,ptt_32_59,ptt_32_c2,,,手機救星(新莊中誠)先打電話問問看,unrelated,neutral
01,ptt_33_61,ptt_33_c1,,,官方trade in比較阿莎力 但回收價就低一點 其他管道回收價,true,neutral
01,ptt_33_62,ptt_33_c2,,,格雖然高但容易被刁一些小地方去砍價 對自己手機狀態有信,real,neutral
01,ptt_33_63,ptt_33_c3,,,心可以試試看其他管道 懶或是有一些刮傷直接官方比較省事,unrelated,neutral
01,ptt_33_64,ptt_33_c4,,,可說官方給的也是 禮物卡,real,neutral
01,ptt_33_65,ptt_33_c5,,,官方我怎麼是匯款到戶頭，禮物卡是單純回收才給的？,unrelated,neutral
01,ptt_33_66,ptt_33_c6,,,我不久前才舊換新mac mini的，他是錢直接給到我戶頭耶,real,positive
01,ptt_33_67,ptt_33_c7,,,連蝦皮無人店，也有AI蘋果手機回收機器,unrelated,neutral
01,ptt_33_68,ptt_33_c8,,,還是說不同產品線做法不同,unrelated,neutral
01,ptt_33_69,ptt_33_c9,,,蝦皮蘋果回收機，是掃描手機外觀初步判斷，再進一步,unrelated,neutral
01,ptt_33_70,ptt_33_c10,,,測試其他硬體是否有問題，最後估價、回收動作,unrelated,neutral
01,ptt_33_71,ptt_33_c11,,,我都拿去轉轉回收,unrelated,neutral
01,ptt_33_72,ptt_33_c12,,,借樓問，現在i15 pm不知道哪間價格最好,unrelated,neutral
01,ptt_33_73,ptt_33_c13,,,我本來想把16PM賣了，覺得比價麻煩，之後打算送給家人用,unrelated,neutral
01,ptt_33_74,ptt_33_c14,,,ＸＤ,unrelated,neutral
01,ptt_33_75,ptt_33_c15,,,之前14PM是裸機用，用磕碰痕跡m，就選官方Trade in了,unrelated,positive
01,ptt_33_76,ptt_33_c16,,,有磕碰痕跡和螢幕刮痕*,unrelated,negative
01,ptt_33_77,ptt_33_c17,,,二手回收我只推薦轉轉 不過其實愛回收價格比較高,unrelated,neutral
01,ptt_33_78,ptt_33_c18,,,全家,unrelated,neutral
01,ptt_33_79,ptt_33_c19,,,全家和轉轉（蝦皮）在app試過報價（非現場），全家比較,unrelated,neutral
01,ptt_33_80,ptt_33_c20,,,高23000,unrelated,neutral
01,ptt_33_81,ptt_33_c21,,,其實要賣你只要用官方回收價賣，幾乎不會有人挑你毛病XD,unrelated,positive
01,ptt_33_82,ptt_33_c22,,,畢竟你大可以直接丟回官方，當然送家人，家人更開心,unrelated,positive
01,ptt_33_83,ptt_33_c23,,,流程短可以直接拿現金肯定是最受歡迎的,unrelated,positive
01,ptt_33_84,ptt_33_c24,,,畢竟都換新機了舊機只想早點處理掉省得礙眼,unrelated,neutral
01,ptt_33_85,ptt_33_c25,,,自上一隻賣人被百般刁難後 我這次就打算給蘋果回收了 都賣,real,positive
01,ptt_33_86,ptt_33_c26,,,的跟回收價差不多了 還被嫌充電口有刮痕嫌喇叭好像破破的,unrelated,neutral
01,ptt_33_87,ptt_33_c27,,,"我運氣挺好都沒有被買家刁難過(因為賣出幾乎都像新的),但我",real,positive
01,ptt_33_88,ptt_33_c28,,,這次也懶得賣 直接送trade-in了,unrelated,neutral
01,ptt_33_89,ptt_33_c29,,,賣二手有用了半年才來跟你灰怎麼電量撐不過一天,unrelated,neutral
01,ptt_33_90,ptt_33_c30,,,發現7 plus都沒人要回收了 QQ,unrelated,neutral
01,ptt_33_91,ptt_33_c31,,,二手買家嫌，以後一律丟官方,unrelated,neutral
01,ptt_33_92,ptt_33_c32,,,每年都賣Q哥或蘋果保衛站，pro128G都能賣2萬多,unrelated,neutral
01,ptt_33_93,ptt_33_c33,,,賣一般人就怕遇到雞巴買家詐騙 真的丟trade in或是回收,unrelated,negative
01,ptt_33_94,ptt_33_c34,,,店家省事,unrelated,neutral
01,ptt_33_95,ptt_33_c35,,,官方trade in的禮品卡可以單買apple care嗎？,unrelated,neutral
01,ptt_33_96,ptt_33_c36,,,全家可以收到2萬7,unrelated,positive
01,ptt_33_97,ptt_33_c37,,,沒用過，全家是用他們的 app 嗎？,unrelated,neutral
01,ptt_34_99,ptt_34_c1,,,iPad Pro 之後是256起跳嗎？ 16 g ram 20g ram,unrelated,neutral
01,ptt_34_100,ptt_34_c2,,,4TB,unrelated,neutral
01,ptt_34_101,ptt_34_c3,,,Mac 我猜 120hz起跳 iPad 有可能,unrelated,neutral
01,ptt_34_102,ptt_34_c4,,,mini跟air有可能，ipad定位更低應該是繼續60,unrelated,neutral
01,ptt_34_103,ptt_34_c5,,,17e我猜變成動態島然後MagSafe 單鏡頭快充,unrelated,positive
01,ptt_34_104,ptt_34_c6,,,只有80,unrelated,neutral
