package_id,review_id,cid,cauthorid,cauthor,id,origin,url,title,html,text,dateCrawled,datePublished,dateUpdated,label,sentiment
01,ptt_30_11,ptt_30_c11,,gary8442,b8cc7335-3433-52e7-8783-f2ce7c956d02,TAIPEITECH,,,"<html>
<body>
iPhone 17除外 其他之前出的都只支援固定壓PD 電池越小
</body>
</html>",iPhone 17除外 其他之前出的都只支援固定壓PD 電池越小,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_12,ptt_30_c12,,gary8442,5da10f00-cb45-5477-aafd-35974a406adc,TAIPEITECH,,,"<html>
<body>
功率越低
</body>
</html>",功率越低,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_13,ptt_30_c13,,gary8442,4b2c16b2-8662-56f3-8b7c-c21530ba08e7,TAIPEITECH,,,"<html>
<body>
就算是16ProMax穩定峰值功率也不過27~28W
</body>
</html>",就算是16ProMax穩定峰值功率也不過27~28W,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_14,ptt_30_c14,,gary8442,a516263c-1e39-5a80-a543-0b7d0b2b8f2e,TAIPEITECH,,,"<html>
<body>
完整充滿要兩個多小時 充電溫度也不低 平均功能十幾瓦
</body>
</html>",完整充滿要兩個多小時 充電溫度也不低 平均功能十幾瓦,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_15,ptt_30_c15,,gary8442,030b22c5-959b-5cf1-9b9c-681bf7aa5b7f,TAIPEITECH,,,"<html>
<body>
平均功率*
</body>
</html>",平均功率*,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_16,ptt_30_c16,,gary8442,4b7d7ca7-b3eb-5756-a8ae-445f1084c416,TAIPEITECH,,,"<html>
<body>
i16PM PD15v https://i.imgur.com/6VVCUT1.jpeg
</body>
</html>",i16PM PD15v https://i.imgur.com/6VVCUT1.jpeg,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_17,ptt_30_c17,,gary8442,14dd6690-f659-5b3a-8a3f-6b11adb68e1b,TAIPEITECH,,,"<html>
<body>
功率越充越低正常喔 手機發熱也是降功率
</body>
</html>",功率越充越低正常喔 手機發熱也是降功率,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_18,ptt_30_c18,,gary8442,0fd82c52-a695-5b70-9c65-dd14cb7392e3,TAIPEITECH,,,"<html>
<body>
80%以上慢慢涓流
</body>
</html>",80%以上慢慢涓流,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_19,ptt_30_c19,,soapmactony,5b850c2f-9bc3-5a55-b7e6-941d1f936eac,TAIPEITECH,,,"<html>
<body>
Google那顆看起來不錯耶
</body>
</html>",Google那顆看起來不錯耶,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_20,ptt_30_c20,,sc2x2,11eadd4b-40f7-5906-8c18-d1942049e52e,TAIPEITECH,,,"<html>
<body>
gray介紹的Pixel Flex 67W充電器看起來很讚
</body>
</html>",gray介紹的Pixel Flex 67W充電器看起來很讚,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_21,ptt_30_c21,,sc2x2,70a25bf7-e2ba-505b-a667-7f641d12919f,TAIPEITECH,,,"<html>
<body>
*gary
</body>
</html>",*gary,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_22,ptt_30_c22,,i015027,18dab67d-15aa-5f42-b20c-d123b1c9f251,TAIPEITECH,,,"<html>
<body>
50%之後12-14w在充 反正副廠跟原廠30%開充差10分鐘左右滿
</body>
</html>",50%之後12-14w在充 反正副廠跟原廠30%開充差10分鐘左右滿,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_23,ptt_30_c23,,i015027,d5760fdb-5cdf-5b9a-b332-0b7253784478,TAIPEITECH,,,"<html>
<body>
1個半小時滿電 大差不差，iphone 16
</body>
</html>",1個半小時滿電 大差不差，iphone 16,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_24,ptt_30_c24,,pxhome,48b29348-7b1c-5bf1-8821-2c831291a7cc,TAIPEITECH,,,"<html>
<body>
15/16 Pro最大只能25W，偶爾能上26W但撐不到一秒就降下去
</body>
</html>",15/16 Pro最大只能25W，偶爾能上26W但撐不到一秒就降下去,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_25,ptt_30_c25,,pxhome,b93cc773-f613-5115-af9f-23596a23e575,TAIPEITECH,,,"<html>
<body>
了
</body>
</html>",了,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_26,ptt_30_c26,,pxhome,78b3ee2c-b521-512b-99c3-c18e44770ce2,TAIPEITECH,,,"<html>
<body>
PD3.2反正是學***的PPS，45W只有低電量充電才能看的到
</body>
</html>",PD3.2反正是學***的PPS，45W只有低電量充電才能看的到,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_27,ptt_30_c27,,pxhome,b7cd0df0-5bf3-514a-b36e-4a16cdb40bed,TAIPEITECH,,,"<html>
<body>
https://i.imgur.com/UrDK0G1.jpeg
</body>
</html>",https://i.imgur.com/UrDK0G1.jpeg,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_28,ptt_30_c28,,pxhome,ab6cc69d-0af2-55b9-b3f3-ead346f70d79,TAIPEITECH,,,"<html>
<body>
還有別被數字給騙了，45W跟25W充飽，只差一分鍾
</body>
</html>",還有別被數字給騙了，45W跟25W充飽，只差一分鍾,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_29,ptt_30_c29,,Allen0315,74094a73-bd98-581a-a5db-2d4f43b482a2,TAIPEITECH,,,"<html>
<body>
不要到時候充壞新iPhone蘋果不鳥你保固就好
</body>
</html>",不要到時候充壞新iPhone蘋果不鳥你保固就好,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_30,ptt_30_c30,,alvistan,f5f5718a-c275-541e-ab26-c97192eb9ddc,TAIPEITECH,,,"<html>
<body>
如果手機能被充壞 100%是手機的問題
</body>
</html>",如果手機能被充壞 100%是手機的問題,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_31,ptt_30_c31,,gary8442,f1560838-d380-5da0-90e9-9d1236e49b68,TAIPEITECH,,,"<html>
<body>
拿不符合USB IF認證的爛充電頭跟爛線充壞手機平板確實
</body>
</html>",拿不符合USB IF認證的爛充電頭跟爛線充壞手機平板確實,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_32,ptt_30_c32,,gary8442,4e0349c6-5f3f-5b31-8a30-98597ad2f601,TAIPEITECH,,,"<html>
<body>
算冷筍吧www
</body>
</html>",算冷筍吧www,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_33,ptt_30_c33,,gary8442,4b3d1559-e0a8-5153-a806-e30bb0274bcd,TAIPEITECH,,,"<html>
<body>
手邊各種線跟充電器 https://i.imgur.com/e0fmyx8.png
</body>
</html>",手邊各種線跟充電器 https://i.imgur.com/e0fmyx8.png,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_34,ptt_30_c34,,sincere77,7afd8333-19e0-5b07-b66b-245b048e496e,TAIPEITECH,,,"<html>
<body>
舊款就走普通的PD協議吧，吃不到40W但還是可以快充
</body>
</html>",舊款就走普通的PD協議吧，吃不到40W但還是可以快充,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_35,ptt_30_c35,,gary8442,ac1b8a0f-4601-5510-b315-ddf3547c6a20,TAIPEITECH,,,"<html>
<body>
https://i.imgur.com/W9fRIwq.jpeg
</body>
</html>",https://i.imgur.com/W9fRIwq.jpeg,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_36,ptt_30_c36,,gary8442,c42b3adb-e1c0-5ee1-854f-6f6985307bd2,TAIPEITECH,,,"<html>
<body>
17/17ProMax 等寄來後會測看看w
</body>
</html>",17/17ProMax 等寄來後會測看看w,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_37,ptt_30_c37,,gary8442,45a6aea6-a525-5e77-a746-533e46c7a6a8,TAIPEITECH,,,"<html>
<body>
@sincere77 固定壓檔位PD就效率低發熱大啊
</body>
</html>",@sincere77 固定壓檔位PD就效率低發熱大啊,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_38,ptt_30_c38,,gary8442,ddcb272f-b902-5558-9f18-17a3d31e6a41,TAIPEITECH,,,"<html>
<body>
不然為什麼Google
</body>
</html>",不然為什麼Google,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_39,ptt_30_c39,,gary8442,b2d78cc5-57c0-5c4f-89b6-26fec4996f12,TAIPEITECH,,,"<html>
<body>
Pixel跟三星Galaxy 系列還有對岸支援公版協議高功率快
</body>
</html>",Pixel跟三星Galaxy 系列還有對岸支援公版協議高功率快,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_40,ptt_30_c40,,gary8442,bc62a509-4411-59fd-a424-c6e4bc012342,TAIPEITECH,,,"<html>
<body>
充的都要用PD-PPS
</body>
</html>",充的都要用PD-PPS,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_41,ptt_30_c41,,gary8442,2cd77f39-f5ea-5e88-a278-dc17afdf2ad1,TAIPEITECH,,,"<html>
<body>
https://i.imgur.com/R1hC7sd.jpeg
</body>
</html>",https://i.imgur.com/R1hC7sd.jpeg,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_42,ptt_30_c42,,gary8442,63351b2e-2b2f-5928-b0a9-0cc30a08b5db,TAIPEITECH,,,"<html>
<body>
用檢測儀測最準 https://i.imgur.com/hqzUOM3.jpeg
</body>
</html>",用檢測儀測最準 https://i.imgur.com/hqzUOM3.jpeg,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_43,ptt_30_c43,,gary8442,d47bf2d7-ae9e-589d-8123-fbcd5d15b641,TAIPEITECH,,,"<html>
<body>
PD3.2 SPR AVS 的動態調壓可以自己Google查技術細節
</body>
</html>",PD3.2 SPR AVS 的動態調壓可以自己Google查技術細節,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_44,ptt_30_c44,,a0307,a9ce8666-2466-55c9-b805-aeef2a5f126d,TAIPEITECH,,,"<html>
<body>
延長線上的usbc充電孔充的到45w嗎
</body>
</html>",延長線上的usbc充電孔充的到45w嗎,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_45,ptt_30_c45,,gary8442,f6f33c61-d316-5a35-96a5-a55bfe8b2c91,TAIPEITECH,,,"<html>
<body>
連動態調壓功能都沒有USB-C充電器就別想了...
</body>
</html>",連動態調壓功能都沒有USB-C充電器就別想了...,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_46,ptt_30_c46,,gary8442,cc6495a3-be0c-5db9-b978-db58e02afc0d,TAIPEITECH,,,"<html>
<body>
延長線上面的USB-C 能PD9V 20W固定壓的就不錯了...
</body>
</html>",延長線上面的USB-C 能PD9V 20W固定壓的就不錯了...,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_47,ptt_30_c47,,i015027,1ed09fa0-314d-5d0d-b8a9-6c82b7fcb70d,TAIPEITECH,,,"<html>
<body>
#1elspu7O (Key_Mou_Pad) 鍵鼠板這聊線的跟你們講的有關
</body>
</html>",#1elspu7O (Key_Mou_Pad) 鍵鼠板這聊線的跟你們講的有關,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_30_48,ptt_30_c48,,i015027,a43fd45e-cc1f-50fc-b0ef-f5faf71eaa34,TAIPEITECH,,,"<html>
<body>
係嗎? 聊電聊協議看的霧煞煞
</body>
</html>",係嗎? 聊電聊協議看的霧煞煞,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_31_50,ptt_31_c1,,roger840410,cb601208-b49f-5326-9e94-95f97cfb59b8,TAIPEITECH,,,"<html>
<body>
網路上有很多開箱了，這個是beats新出的應該沒人用
</body>
</html>",網路上有很多開箱了，這個是beats新出的應該沒人用,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_31_51,ptt_31_c2,,roger840410,f33c184f-c930-5c44-822f-f8ff98ee6788,TAIPEITECH,,,"<html>
<body>
過
</body>
</html>",過,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_31_52,ptt_31_c3,,oopsskimo,5465a6c9-aa29-5efb-b1e6-e32850c5f86e,TAIPEITECH,,,"<html>
<body>
https://youtu.be/cso-5CIeH2U 這次的techwoven
</body>
</html>",https://youtu.be/cso-5CIeH2U 這次的techwoven,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_31_53,ptt_31_c4,,,2d615332-32c1-55b7-aac0-9438e2036e46,TAIPEITECH,,,"<html>
<body>
https://reurl.cc/axAbAl
</body>
</html>",https://reurl.cc/axAbAl,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_31_54,ptt_31_c5,,cyc647,91192543-5d74-5aa7-8534-1adfcc86d8fe,TAIPEITECH,,,"<html>
<body>
我有買17 pro的，晚上來開箱
</body>
</html>",我有買17 pro的，晚上來開箱,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_31_55,ptt_31_c6,,HobbitsBBQ,2e39de65-58ca-5c61-8861-08a1c554cc62,TAIPEITECH,,,"<html>
<body>
卡一個開箱
</body>
</html>",卡一個開箱,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_31_56,ptt_31_c7,,rock04rock,4f5d418f-8b24-5226-82f1-cb449ef62ec3,TAIPEITECH,,,"<html>
<body>
期待開箱
</body>
</html>",期待開箱,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_32_58,ptt_32_c1,,sha09876,b354d6c7-f1c8-5c83-9115-a625c21ad8ca,TAIPEITECH,,,"<html>
<body>
放過它換一隻新的吧
</body>
</html>",放過它換一隻新的吧,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_32_59,ptt_32_c2,,eveno,bd0fb182-d149-5672-af46-b9b4937a624f,TAIPEITECH,,,"<html>
<body>
手機救星(新莊中誠)先打電話問問看
</body>
</html>",手機救星(新莊中誠)先打電話問問看,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_61,ptt_33_c1,,shlee,500538fa-97b5-5856-b4a2-2617d66591f6,TAIPEITECH,,,"<html>
<body>
官方trade in比較阿莎力 但回收價就低一點 其他管道回收價
</body>
</html>",官方trade in比較阿莎力 但回收價就低一點 其他管道回收價,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_62,ptt_33_c2,,shlee,b3c27c83-b969-5713-8e19-6dab9b64bb00,TAIPEITECH,,,"<html>
<body>
格雖然高但容易被刁一些小地方去砍價 對自己手機狀態有信
</body>
</html>",格雖然高但容易被刁一些小地方去砍價 對自己手機狀態有信,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_63,ptt_33_c3,,shlee,e6fc51f3-e3ae-5423-94d8-40ef4df177b3,TAIPEITECH,,,"<html>
<body>
心可以試試看其他管道 懶或是有一些刮傷直接官方比較省事
</body>
</html>",心可以試試看其他管道 懶或是有一些刮傷直接官方比較省事,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_64,ptt_33_c4,,flyaway1030,35f02536-3f9f-5cc4-a105-133170dd7cfc,TAIPEITECH,,,"<html>
<body>
可說官方給的也是 禮物卡
</body>
</html>",可說官方給的也是 禮物卡,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_65,ptt_33_c5,,kyo06,a855af65-f7e4-506e-a3bf-5d39f7fee801,TAIPEITECH,,,"<html>
<body>
官方我怎麼是匯款到戶頭，禮物卡是單純回收才給的？
</body>
</html>",官方我怎麼是匯款到戶頭，禮物卡是單純回收才給的？,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_66,ptt_33_c6,,kyo06,fb397890-7a4b-5553-8600-50e09960e429,TAIPEITECH,,,"<html>
<body>
我不久前才舊換新mac mini的，他是錢直接給到我戶頭耶
</body>
</html>",我不久前才舊換新mac mini的，他是錢直接給到我戶頭耶,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_67,ptt_33_c7,,Askalaphos,c4b72f53-ae10-5ace-96a7-f12e38ecb82e,TAIPEITECH,,,"<html>
<body>
連蝦皮無人店，也有AI蘋果手機回收機器
</body>
</html>",連蝦皮無人店，也有AI蘋果手機回收機器,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_68,ptt_33_c8,,kyo06,4d54f860-bf51-5be4-b116-cf0af4a298df,TAIPEITECH,,,"<html>
<body>
還是說不同產品線做法不同
</body>
</html>",還是說不同產品線做法不同,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_69,ptt_33_c9,,Askalaphos,04d88ccc-f766-5c99-b127-765fd479293a,TAIPEITECH,,,"<html>
<body>
蝦皮蘋果回收機，是掃描手機外觀初步判斷，再進一步
</body>
</html>",蝦皮蘋果回收機，是掃描手機外觀初步判斷，再進一步,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_70,ptt_33_c10,,Askalaphos,bdddc754-e527-5db2-bd3a-ee8975254b6b,TAIPEITECH,,,"<html>
<body>
測試其他硬體是否有問題，最後估價、回收動作
</body>
</html>",測試其他硬體是否有問題，最後估價、回收動作,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_71,ptt_33_c11,,kodo5566,30a6c4ae-2452-5402-9b56-a340fcc94029,TAIPEITECH,,,"<html>
<body>
我都拿去轉轉回收
</body>
</html>",我都拿去轉轉回收,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_72,ptt_33_c12,,e7654321,429872ab-6b93-51f5-ac9b-955a200ca9a7,TAIPEITECH,,,"<html>
<body>
借樓問，現在i15 pm不知道哪間價格最好
</body>
</html>",借樓問，現在i15 pm不知道哪間價格最好,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_73,ptt_33_c13,,tw11509,f090a269-baf8-5f0f-91b2-fff9539e3b85,TAIPEITECH,,,"<html>
<body>
我本來想把16PM賣了，覺得比價麻煩，之後打算送給家人用
</body>
</html>",我本來想把16PM賣了，覺得比價麻煩，之後打算送給家人用,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_74,ptt_33_c14,,tw11509,db5e792e-7942-55f1-8dd2-3f7780b07455,TAIPEITECH,,,"<html>
<body>
ＸＤ
</body>
</html>",ＸＤ,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_75,ptt_33_c15,,tw11509,78e22a88-6d9e-58eb-9946-b69251356d65,TAIPEITECH,,,"<html>
<body>
之前14PM是裸機用，用磕碰痕跡m，就選官方Trade in了
</body>
</html>",之前14PM是裸機用，用磕碰痕跡m，就選官方Trade in了,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_76,ptt_33_c16,,tw11509,f397c5cb-16a1-5843-8a03-1143301b18e9,TAIPEITECH,,,"<html>
<body>
有磕碰痕跡和螢幕刮痕*
</body>
</html>",有磕碰痕跡和螢幕刮痕*,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_77,ptt_33_c17,,raine29484,3149bf27-fc51-5582-af32-dfbadbd8fdfc,TAIPEITECH,,,"<html>
<body>
二手回收我只推薦轉轉 不過其實愛回收價格比較高
</body>
</html>",二手回收我只推薦轉轉 不過其實愛回收價格比較高,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_78,ptt_33_c18,,stanleyplus,b1da0088-4c56-52aa-81f7-355439e8e394,TAIPEITECH,,,"<html>
<body>
全家
</body>
</html>",全家,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_79,ptt_33_c19,,e7654321,d9d8a310-37f7-50d4-b386-2c5ec253a3fd,TAIPEITECH,,,"<html>
<body>
全家和轉轉（蝦皮）在app試過報價（非現場），全家比較
</body>
</html>",全家和轉轉（蝦皮）在app試過報價（非現場），全家比較,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_80,ptt_33_c20,,e7654321,a943bd1b-2cca-5f11-8a7b-8d1d3548a74a,TAIPEITECH,,,"<html>
<body>
高23000
</body>
</html>",高23000,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_81,ptt_33_c21,,kyo06,18789198-4f4b-5c91-84a2-0ba455c92766,TAIPEITECH,,,"<html>
<body>
其實要賣你只要用官方回收價賣，幾乎不會有人挑你毛病XD
</body>
</html>",其實要賣你只要用官方回收價賣，幾乎不會有人挑你毛病XD,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_82,ptt_33_c22,,kyo06,af8c79a4-b8bf-54bc-b818-784b28724764,TAIPEITECH,,,"<html>
<body>
畢竟你大可以直接丟回官方，當然送家人，家人更開心
</body>
</html>",畢竟你大可以直接丟回官方，當然送家人，家人更開心,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_83,ptt_33_c23,,nextpage,5cf434da-2c41-5fc3-b99d-c3682871b6e6,TAIPEITECH,,,"<html>
<body>
流程短可以直接拿現金肯定是最受歡迎的
</body>
</html>",流程短可以直接拿現金肯定是最受歡迎的,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_84,ptt_33_c24,,nextpage,7076b282-0bb0-565a-8d86-e7b205062cc0,TAIPEITECH,,,"<html>
<body>
畢竟都換新機了舊機只想早點處理掉省得礙眼
</body>
</html>",畢竟都換新機了舊機只想早點處理掉省得礙眼,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_85,ptt_33_c25,,cint,39344294-b2d9-5a31-bf78-97fae3bc1283,TAIPEITECH,,,"<html>
<body>
自上一隻賣人被百般刁難後 我這次就打算給蘋果回收了 都賣
</body>
</html>",自上一隻賣人被百般刁難後 我這次就打算給蘋果回收了 都賣,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_86,ptt_33_c26,,cint,e58d0ad7-8f98-562a-b79b-ff808228bc64,TAIPEITECH,,,"<html>
<body>
的跟回收價差不多了 還被嫌充電口有刮痕嫌喇叭好像破破的
</body>
</html>",的跟回收價差不多了 還被嫌充電口有刮痕嫌喇叭好像破破的,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_87,ptt_33_c27,,CGary,b558c51d-06a1-5694-afbf-81ac2bb73f60,TAIPEITECH,,,"<html>
<body>
我運氣挺好都沒有被買家刁難過(因為賣出幾乎都像新的),但我
</body>
</html>","我運氣挺好都沒有被買家刁難過(因為賣出幾乎都像新的),但我",2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_88,ptt_33_c28,,CGary,2c809785-d0a2-5223-b70b-a78bfb332c3c,TAIPEITECH,,,"<html>
<body>
這次也懶得賣 直接送trade-in了
</body>
</html>",這次也懶得賣 直接送trade-in了,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_89,ptt_33_c29,,fenix220,d775c7c2-58ee-5e6e-b13e-46261a34e142,TAIPEITECH,,,"<html>
<body>
賣二手有用了半年才來跟你灰怎麼電量撐不過一天
</body>
</html>",賣二手有用了半年才來跟你灰怎麼電量撐不過一天,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_90,ptt_33_c30,,,5b809493-44ed-50a4-8bce-efd538f063b0,TAIPEITECH,,,"<html>
<body>
發現7 plus都沒人要回收了 QQ
</body>
</html>",發現7 plus都沒人要回收了 QQ,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_91,ptt_33_c31,,tndh,9c7c1fe4-f780-5cfc-aefa-f3da0a4c422c,TAIPEITECH,,,"<html>
<body>
二手買家嫌，以後一律丟官方
</body>
</html>",二手買家嫌，以後一律丟官方,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_92,ptt_33_c32,,Danteva,99c11a1a-88ee-555f-9a81-a54095ab798c,TAIPEITECH,,,"<html>
<body>
每年都賣Q哥或蘋果保衛站，pro128G都能賣2萬多
</body>
</html>",每年都賣Q哥或蘋果保衛站，pro128G都能賣2萬多,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_93,ptt_33_c33,,kobe7610,7dfd9839-de9e-59e9-8af0-9a999903aa9c,TAIPEITECH,,,"<html>
<body>
賣一般人就怕遇到雞巴買家詐騙 真的丟trade in或是回收
</body>
</html>",賣一般人就怕遇到雞巴買家詐騙 真的丟trade in或是回收,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_94,ptt_33_c34,,kobe7610,ee79623b-1b0a-52fc-8770-0be3fab5a9f4,TAIPEITECH,,,"<html>
<body>
店家省事
</body>
</html>",店家省事,2025-09-17T00:00:00,,,unrelated,neutral
01,ptt_33_95,ptt_33_c35,,imlouislee,764ca065-2695-59ca-8d9f-96476b98dd0f,TAIPEITECH,,,"<html>
<body>
官方trade in的禮品卡可以單買apple care嗎？
</body>
</html>",官方trade in的禮品卡可以單買apple care嗎？,2025-09-17T00:00:00,,,unrelated,neutral
